"permit_number","streetname","Cross Street 1","Cross Street 2","Permit Type","Agent","AgentPhone","Permit Purpose","Approved Date","Status","cnn","permit_zipcode","permit_start_date","permit_end_date","permit_address","24/7 Contact","Inspector","CurbRampWork","X","Y","Latitude","Longitude","bpa","Location","the_geom","analysis_neighborhood","supervisor_district","data_as_of","data_loaded_at"
"25EXC-01752","VISITACION AVE","HAHN ST \ MRS. JACKSON WAY","MANSELL ST","Excavation","Esquivel Grading & Paving, Inc.","415 725 1878","Various Locations Pavement Renovation No.74 and Sewer Replacement","06/13/2025","APPROVED","13332000","94134","06/16/2025","01/01/2027",,"415-468-5700","David Chin",,"6008025,296","2088914,547","37,71621521229","-122,41419087558",,"POINT (-122.4141908755821 37.71621521229267)","POINT (-122.414190876 37.716215212)","McLaren Park","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0570","OAK ST","LAGUNA ST","BUCHANAN ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"06/22/2017","APPROVED","9754000","94102","06/22/2017","03/31/2028","463 OAK ST","415-596-3474",,,"6004782,40759","2110176,57226","37,77441315047","-122,42691327155",,"POINT (-122.42691327155165 37.774413150465016)","POINT (-122.426913272 37.77441315)","Hayes Valley","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-01752","TUNNEL AVE","VISITACION AVE","RECYCLE RD","Excavation","Esquivel Grading & Paving, Inc.","415 725 1878","Various Locations Pavement Renovation No.74 and Sewer Replacement","06/13/2025","APPROVED","12715001","94134","06/16/2025","01/01/2027",,"415-468-5700","David Chin",,"6011691,88385","2086252,72954","37,7091116506","-122,40133035912",,"POINT (-122.40133035912433 37.70911165059857)","POINT (-122.401330359 37.709111651)","Bayview Hunters Point","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"08SW-0193","POLK ST","TURK ST","EDDY ST","SpecSide","PREMUIM ROOFING WATERPROOFING","(510) 774-7083","Elastodeck 5000","12/04/2008","ACTIVE","10554000","94102",,,"625 POLK ST","Refer to Agent","Michael Pavich",,"6007066,71527","2113048,75434","37,78242836701","-122,41921518456",,"POINT (-122.41921518455588 37.782428367006325)","POINT (-122.419215185 37.782428367)","Tenderloin","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"11MSE-0356","LARKIN ST","GOLDEN GATE AVE","TURK ST","MinorEnc","US Prime Contractor Inc.","949-364-1090","Subsidewalk basement along Larkin and Dodge Street frontages.  One metal hatch door on Larkin Street sidewalk.  Two existing security out-swinging gate and Fire Department stand pipe encroach onto Dodge Street sidewalk right of way.","11/14/2012","ACTIVE","8124000","94102",,,"444 LARKIN ST","Refer to Agent","Eric Walker",,"6007673,89387","2112884,76241","37,78201226061","-122,41710298327",,"POINT (-122.41710298326547 37.78201226060971)","POINT (-122.417102983 37.782012261)","Tenderloin","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"09IE-0130","CALIFORNIA ST","OCTAVIA ST","LAGUNA ST","StrtImprov","Bush Construction","(510) 763-1925","Voluntary upgrade. Reconstruct concrete curb, sidewalk, parking strip and driveway with min 2' saw-cut / AC paving conform per City Standards.  All work directed by DPW inspector. Street space included.","03/12/2009","ACTIVE","3553000","94109",,,"2002 CALIFORNIA ST","Refer to Agent","Michael Pavich",,"6004633,31531","2115784,50759","37,78980271912","-122,42782867924",,"POINT (-122.42782867923522 37.78980271911586)","POINT (-122.427828679 37.789802719)","Pacific Heights","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"21WR-00023","GRANT AVE","HARLAN PL","BUSH ST","Wireless","MODUS, INC","415-475-8001",,"06/01/2021","APPROVED","6388000","94108","06/01/2021","03/31/2032","359 GRANT AVE","Refer to Agent",,,"6011001,26976","2115850,60687","37,79034238709","-122,4058007034",,"POINT (-122.40580070339946 37.79034238708985)","POINT (-122.405800703 37.790342387)","Financial District/South Beach","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"15wr-0261","GEARY ST","LEAVENWORTH ST","HYDE ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"02/22/2016","APPROVED","6115000","94109",,"11/30/2026","724 GEARY ST","Nicole Mason 510-468-3802",,,"6008211,16649","2114529,19968","37,78655769773","-122,41536071075",,"POINT (-122.41536071075325 37.7865576977268)","POINT (-122.415360711 37.786557698)","Tenderloin","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"17WR-0091","HARRISON ST","ESSEX ST \ I-80 E ON RAMP","02ND ST","Wireless","AT&T Mobility","925-549-9671",,"07/14/2017","APPROVED","6713000","94107","07/14/2017","04/30/2028",,"Refer to Agent (925) 549-9671",,,"6014187,15598","2113741,94825","37,78473014798","-122,39462994975",,"POINT (-122.39462994975497 37.784730147976134)","POINT (-122.39462995 37.784730148)","Financial District/South Beach","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"05IE-0176","KEARNY ST","GEARY ST","MAIDEN LN","StrtImprov","A.R. Sanchez-Corea & Associates, Inc.","(415) 333-8080","New (N) curb, parking strip & sidewalk to City Standards. 2-foot pavement conform for curb work & joint paving for utilities. Three (3) new curb ramps. {Pavem't restorat'n for Kearny St. includes all affected lanes from property line to property line, see 07S-0011}.  In conjunction w/ 06SW-0007 & 05MSE-0456. Restore right-of-way if sidewalk legislation fails.","07/19/2006","ACTIVE","7747000","94104",,,"690 MARKET ST",,"Alex Lavrov",,"6011737,45333","2115071,23408","37,78824355641","-122,40319869785",,"POINT (-122.40319869785162 37.78824355640697)","POINT (-122.403198698 37.788243556)","Financial District/South Beach","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04808","FREMONT ST","FRONT ST \ MARKET ST","MISSION ST","Excavation","R & S Construction Management Inc","(415) 746-9564","1248I/0000004116 Transit U Improvement Project","03/07/2025","APPROVED","5860000","94105","02/24/2025","07/08/2027","50 FREMONT ST","415-872-9935","Karl Johnson",,"6013400,65309","2116063,00966","37,79105948491","-122,39751384881",,"POINT (-122.39751384880817 37.79105948490874)","POINT (-122.397513849 37.791059485)","Financial District/South Beach","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16wr-0370","MISSION ST","THE EMBARCADERO","STEUART ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"07/18/2017","APPROVED","9082000","94105",,"04/30/2028","8 MISSION ST","Joe Camicia  415-722-1183",,,"6014814,0257","2116994,85588","37,7936967139","-122,39268880696",,"POINT (-122.39268880695839 37.793696713898726)","POINT (-122.392688807 37.793696714)","Financial District/South Beach","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"17wr-0025","01ST ST","BUSH ST \ MARKET ST","STEVENSON ST","Wireless","MODUS, INC","510-206-1674",,"05/08/2017","APPROVED","100000","94105","05/08/2017","02/29/2028","525 MARKET ST","Refer to Agent (925) 549-9671",,,"6012840,46621","2115883,49132","37,79053536251","-122,39943947944",,"POINT (-122.39943947943759 37.79053536250883)","POINT (-122.399439479 37.790535363)","Financial District/South Beach","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"05MSE-0489","GRANT AVE","BUSH ST","PINE ST","minorenc","Gary Gee Architectecture","(415) 863-8881","Sub-sidewalk basement on Grant Avenue Street frontage.","10/24/2005","ACTIVE","6389000","94108",,,"465 GRANT AVE",,"Alex Lavrov",,"6011008,94265","2116203,95295","37,79131302001","-122,40579905566",,"POINT (-122.40579905566027 37.791313020013234)","POINT (-122.405799056 37.79131302)","Financial District/South Beach","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","28TH AVE","GEARY BLVD",,"Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","27558000","0","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5987189,18866","2112560,08345","37,77994711902","-122,48794590623",,"POINT (-122.48794590622654 37.77994711901932)","POINT (-122.487945906 37.779947119)","Outer Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0494","HYDE ST","EDDY ST","ELLIS ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"03/23/2017","APPROVED","7117000","94109","03/23/2017","12/31/2027","333 HYDE ST","Matt Yergovich 415-596-3474",,,"6007966,64099","2113580,98083","37,78394037247","-122,41613953191",,"POINT (-122.4161395319058 37.78394037246533)","POINT (-122.416139532 37.783940372)","Tenderloin","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"11V-0011","TURK ST","HYDE ST","DODGE ST","Vault","Highland Property Construction, Inc.","(415) 457-6035",,"05/31/2011","ACTIVE","12720000","94102",,,"467 TURK ST","Refer to Agent","Steven Noya",,"6007806,08029","2112941,58218","37,78217570926","-122,41664970385",,"POINT (-122.41664970384564 37.78217570926039)","POINT (-122.416649704 37.782175709)","Tenderloin","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","02ND AVE","GEARY BLVD","ANZA ST","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","123000","94118","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5995286,33574","2112498,86569","37,78024804004","-122,45993001455",,"POINT (-122.4599300145524 37.78024804004184)","POINT (-122.459930015 37.78024804)","Inner Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"15WR-0002","GREEN ST","AUGUST ALY","EATON PL","Wireless","ExteNet Systems (California) LLC","9256400216",,"12/14/2015","APPROVED","6456000","94133","12/14/2015","09/30/2026","756 GREEN ST","Nicole Mason 510-468-3802",,,"6009394,14109","2119155,26463","37,79932616192","-122,41159486377",,"POINT (-122.41159486377367 37.79932616192155)","POINT (-122.411594864 37.799326162)","Chinatown","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-01752","BOSWORTH ST","LYELL ST \ STILL ST","ARLINGTON ST \ I-280 S ON RAMP","Excavation","Esquivel Grading & Paving, Inc.","415 725 1878","Various Locations Pavement Renovation No.74 and Sewer Replacement","06/13/2025","APPROVED","3025101","94112","06/16/2025","01/01/2027",,"415-468-5700","David Chin",,"6003004,682","2095008,729","37,73266518657","-122,43197943945",,"POINT (-122.43197943944905 37.73266518656561)","POINT (-122.431979439 37.732665187)","Outer Mission","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","GEARY BLVD","31ST AVE","32ND AVE","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","6088101","94121","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5986104,96","2112495,036","37,77970522354","-122,49169189465",,"POINT (-122.49169189464764 37.77970522354321)","POINT (-122.491691895 37.779705224)","Outer Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"15CN-0267","MALLORCA WAY","CAPRA WAY","BEACH ST \ CERVANTES BLVD","conformity","EAG Studio","(415) 300-0585",,"12/04/2015","ACTIVE","8638000","94123",,,"268 MALLORCA WAY","415-300-0585","George Shami",,"6001462,34757","2120821,43584","37,80345291313","-122,43916106294",,"POINT (-122.43916106293646 37.80345291312844)","POINT (-122.439161063 37.803452913)","Marina","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0139","CLAY ST","LAUREL ST","LOCUST ST","Wireless","Verizon Wireless","415-989-1102",,"02/23/2018","ACTIVE","4122000","94118","02/23/2018","11/30/2028","3512 CLAY ST","Refer to Agent","Enyinnaya Nwamu",,"5997890,57814","2115512,76863","37,78867285381","-122,45113819495",,"POINT (-122.45113819494689 37.7886728538092)","POINT (-122.451138195 37.788672854)","Presidio Heights","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"18WR-0125","DIVISADERO ST","PAGE ST","OAK ST","Wireless","AT&T Mobility","650-991-4094",,"10/22/2018","APPROVED","4800201","94117","10/22/2018","07/31/2029","300 DIVISADERO ST","Refer to Agent",,,"6001869,08625","2109505,82986","37,77240630039","-122,43694295386",,"POINT (-122.43694295385741 37.772406300386415)","POINT (-122.436942954 37.7724063)","Haight Ashbury","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"04MSE-581","FILLMORE ST","EDDY ST","ELLIS ST","MinorEnc","Fillmore Development Associates","(415) 748-2302","Existing 4.8% cross-slope along the Northern Property line at Fillmore St","09/22/2005","ACTIVE","5544000","94115",,,"1300 FILLMORE ST",,,,"6003288,61044","2112775,54364","37,78146470266","-122,43226624542",,"POINT (-122.43226624541562 37.781464702662234)","POINT (-122.432266245 37.781464703)","Western Addition","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"08IE-0505","HOFFMAN AVE","ALVARADO ST","23RD ST","StrtImprov","Santos & Urrutia","(415) 642-7722","To construct (1) new 10'-0in wide standard curb cut.","08/29/2008","ACTIVE","6938000","94114",,,"110 HOFFMAN AVE","Refer to Agent","Steven Noya",,"6000570,62428","2102426,17506","37,75289342842","-122,44092647564",,"POINT (-122.44092647563886 37.75289342842367)","POINT (-122.440926476 37.752893428)","Noe Valley","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"10IE-0124","ARLINGTON ST","SAINT MARYS AVE","ROANOKE ST","StrtImprov","Service Concrete Company","415-515-4848","Remove and replace sidewalk pavement including driveway curb cut per City Std. (Warped access to garage to be removed.)","03/16/2010","ACTIVE","2453000","94131",,,"490 ARLINGTON ST","Refer to Agent","Sonny Villanueva",,"6003725,18687","2095927,1956","37,73522789435","-122,4295539567",,"POINT (-122.4295539566971 37.73522789435388)","POINT (-122.429553957 37.735227894)","Glen Park","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","17TH AVE","CLEMENT ST","GEARY BLVD","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","752000","94121","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5990583,56287","2113032,21712","37,78144088873","-122,47623786929",,"POINT (-122.47623786929343 37.78144088873146)","POINT (-122.476237869 37.781440889)","Outer Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0109","WASHINGTON ST","MAPLE ST","CHERRY ST","Wireless","Verizon Wireless","415-989-1102",,"07/24/2017","APPROVED","13451000","94118","07/24/2017","04/30/2028","3899 WASHINGTON ST","Refer to Agent",,,"5996194,70128","2115482,7664","37,7884932347","-122,45700347219",,"POINT (-122.4570034721945 37.78849323470232)","POINT (-122.457003472 37.788493235)","Presidio Heights","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"17wr-0245","CABRILLO ST","16TH AVE","17TH AVE","Wireless","Verizon Wireless","415-989-1102",,"04/12/2018","ACTIVE","3483000","94118","04/12/2018","01/31/2029","701 16TH AVE","Refer to Agent","Enyinnaya Nwamu",,"5990933,03923","2110561,34514","37,77467681351","-122,47484845576",,"POINT (-122.47484845576369 37.77467681351383)","POINT (-122.474848456 37.774676814)","Outer Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16wr-0182","WASHINGTON ST","DRUMM ST","DAVIS ST","Wireless","AT&T Mobility","510-206-1674",,"01/10/2017","APPROVED","13404000","94111","01/10/2017","10/31/2027","253 DRUMM ST","Refer to Agent (925) 549-9671",,,"6013501,79593","2117904,07389","37,79612024497","-122,39729305663",,"POINT (-122.39729305662865 37.796120244971135)","POINT (-122.397293057 37.796120245)","Financial District/South Beach","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"07IE-0187","03RD AVE","GEARY BLVD","ANZA ST","StrtImprov","JANET MAK","(415) 387-7420","Reconstruct concrete curb and sidewalk with min 2' saw-cut/ AC paving conform per City Standards as directed by DPW inspector.","06/13/2007","ACTIVE","155000","94118",,,"450 03RD AVE",,"George Shami",,"5995022,80041","2112470,32492","37,78015451484","-122,46083962915",,"POINT (-122.46083962915039 37.78015451483861)","POINT (-122.460839629 37.780154515)","Inner Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"13MSE-0514","08TH ST","HERON ST","HARRISON ST","MinorEnc","BRUCE BAUMANN & ASSOCIATES","n/a","Shoring & Tiebacks","07/02/2014","ACTIVE","414000","94103",,,"350 08TH ST","Refer to Agent","Jessica Salamy",,"6009904,17025","2109949,28403","37,77407733866","-122,40918000832","201307303137","POINT (-122.40918000831518 37.774077338655395)","POINT (-122.409180008 37.774077339)","South of Market","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"17WR-0073","02ND ST","HOWARD ST","TEHAMA ST","Wireless","AT&T Mobility","925-549-9671",,"07/05/2017","APPROVED","135000","94105","07/05/2017","04/30/2028","222 02ND ST","Refer to Agent (925) 549-9671",,,"6013205,99435","2114380,7873","37,7864296546","-122,39806930014",,"POINT (-122.39806930014173 37.78642965460349)","POINT (-122.3980693 37.786429655)","Financial District/South Beach","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"19V-00007","CAPP ST","19TH ST","20TH ST","Vault","Saaid Moezzi","415-233-3385","A single transformer to be located in a right-of-way along 20th Street sidewalk.  Vault cover shall be concrete and skid resistant material.   An excavation permit will be required for installation of the vault.  See Attachment “A” for additional requirements","01/13/2020","ACTIVE","3676000","94110",,,"3440 20TH ST","Refer to Agent","O'Brian Buchanan",,"6007314,76434","2104443,12969","37,75881332398","-122,4177468723",,"POINT (-122.4177468723029 37.758813323981826)","POINT (-122.417746872 37.758813324)","Mission","9","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"08MSE-0258","ANDERSON ST","POWHATTAN AVE","EUGENIA AVE","MinorEnc","Darren McMurtrie","415-533-1670","Installing a warped driveway with two (2) planter boxes encroaching 1'-9in into the public right-of-way (sidewalk) for garage access per subject property.","01/06/2009","ACTIVE","2268000","94110",,,"118 ANDERSON ST","Refer to Agent","Steven Noya",,"6007925,61187","2098049,00993","37,7412908673","-122,41518165731",,"POINT (-122.41518165731345 37.741290867300336)","POINT (-122.415181657 37.741290867)","Bernal Heights","9","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0325","22ND ST","BARTLETT ST",,"Wireless","ExteNet Systems, Inc.","415-377-7826",,"09/26/2017","APPROVED","24112000","94110","09/26/2017","06/30/2028","106 BARTLETT ST","Joseph Camicia, 415-722-1183",,,"6006641,30998","2103155,19361","37,75523902821","-122,41998459695",,"POINT (-122.41998459695284 37.75523902821022)","POINT (-122.419984597 37.755239028)","Mission","9","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-00745","13TH ST","ISIS ST","FOLSOM ST","Excavation","NTK Construction, Inc","(415) 643-1900","13th Street Safety Improvements Project","02/24/2025","APPROVED","549203","94103","03/10/2025","01/31/2027",,"Refer to Agent",,,"6008131,282","2108345,19","37,76957340579","-122,41519918227",,"POINT (-122.41519918226972 37.769573405794944)","POINT (-122.415199182 37.769573406)","Mission","9","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24N-00167","MARKET ST","SPEAR ST","DRUMM ST","NightNoise","Shimmick Construction Company, Inc.","415-728-8786","Potholing","07/24/2024","ACTIVE","8737102","94105","07/31/2024",,,"Refer to Agent",,,"6013876,674","2116936,287","37,79348380729","-122,3959280414",,"POINT (-122.39592804139632 37.793483807293185)","POINT (-122.395928041 37.793483807)","Financial District/South Beach","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"19V-00007","20TH ST","SOUTH VAN NESS AVE","CAPP ST","Vault","Saaid Moezzi","415-233-3385","A single transformer to be located in a right-of-way along 20th Street sidewalk.  Vault cover shall be concrete and skid resistant material.   An excavation permit will be required for installation of the vault.  See Attachment “A” for additional requirements","01/13/2020","ACTIVE","1054000","94110",,,"3440 20TH ST","Refer to Agent","O'Brian Buchanan",,"6007314,76434","2104443,12969","37,75881332398","-122,4177468723",,"POINT (-122.4177468723029 37.758813323981826)","POINT (-122.417746872 37.758813324)","Mission","9","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"18WR-0378","TAYLOR ST","SUTTER ST","BUSH ST","Wireless","ExteNet Systems (California) LLC","415-377-7826",,"08/05/2019","APPROVED","12437000","94102","08/05/2019","05/31/2030","723 TAYLOR ST","Joseph Camicia, 415-722-1183",,,"6009170,10938","2115476,54594","37,78921273151","-122,41210996798",,"POINT (-122.41210996797605 37.78921273150687)","POINT (-122.412109968 37.789212732)","Nob Hill","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"17WR-0116","EDDY ST","POLK ST","VAN NESS AVE","Wireless","ExteNet Systems, Inc.","415-377-7826",,"12/28/2017","APPROVED","5065000","94109","12/28/2017","09/30/2028","750 EDDY ST","Joseph Camicia, 415-722-1183",,,"6006832,09339","2113404,23578","37,78339121638","-122,4200521103",,"POINT (-122.42005211030148 37.78339121637632)","POINT (-122.42005211 37.783391216)","Tenderloin","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"04IE-413","29TH ST","SAN JOSE AVE","DOLORES ST","StrtImprov","Tim Chan","(415) 310-7777","Reconstruct concrete sidewalk, curb and parking strip with minimum 2' saw-cut/ AC paving conform per City Standards as directed by DPW inspector fronting the subject property.","09/01/2004","ACTIVE","1630000","94110",,,"168 29TH ST",,"Cheryl Duperrault",,"6005457,61221","2099077,4708","37,74397577923","-122,42378824976",,"POINT (-122.42378824976011 37.743975779233665)","POINT (-122.42378825 37.743975779)","Noe Valley","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0373","MAIN ST","FOLSOM ST","HARRISON ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"10/10/2017","APPROVED","8630000","94105","10/10/2017","07/31/2028","301 MAIN ST","Joe Camicia 415-722-1183",,,"6015196,4697","2115320,07447","37,78911938375","-122,39124838145",,"POINT (-122.39124838145104 37.78911938374638)","POINT (-122.391248381 37.789119384)","Financial District/South Beach","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"17WR-0094","GROVE ST","GOUGH ST","OCTAVIA ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"12/07/2017","APPROVED","6557000","94102","12/07/2017","09/30/2028","477 GROVE ST","Joseph Camicia, 415-722-1183",,,"6005542,40535","2111298,39616","37,77753634959","-122,42436410014",,"POINT (-122.42436410013791 37.77753634959447)","POINT (-122.4243641 37.77753635)","Hayes Valley","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-00254","POST ST","TRADER VIC ALY",,"Excavation","R & S Construction Management Inc","(415) 746-9564","0000005629 Various Locations Pavement Renovation No.62 and Sewer Replacement","02/24/2025","APPROVED","24953000","0","03/03/2025","12/31/2026",,"415-746-9564",,"true","6009092,02515","2114960,10362","37,78779032431","-122,41234361307",,"POINT (-122.4123436130656 37.787790324308794)","POINT (-122.412343613 37.787790324)","Nob Hill","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-00254","LARKIN ST","WILLOW ST","ELLIS ST","Excavation","R & S Construction Management Inc","(415) 746-9564","0000005629 Various Locations Pavement Renovation No.62 and Sewer Replacement","02/24/2025","APPROVED","8127000","94109","03/03/2025","12/31/2026",,"415-746-9564",,,"6007527,06381","2113614,11222","37,78400661738","-122,4176626603",,"POINT (-122.41766266030102 37.78400661738279)","POINT (-122.41766266 37.784006617)","Tenderloin","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"17WR-0279","STOCKTON ST","POST ST","CAMPTON PL","Wireless","AT&T Mobility",,,"03/13/2018","APPROVED","12198000","94108","03/13/2018","12/31/2028","345 STOCKTON ST","Refer to Agent",,,"6010647,52506","2115344,96549","37,78893422789","-122,40698898703",,"POINT (-122.40698898702641 37.788934227887914)","POINT (-122.406988987 37.788934228)","Financial District/South Beach","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0038","04TH ST","ELLIS ST \ MARKET ST \ STOCKTON ST","STEVENSON ST","Wireless","T-Mobile","415-722-1183",,"09/21/2016","APPROVED","249000","94103","09/21/2016","06/30/2027","12 04TH ST","Refer to Agent",,,"6011015,28975","2113891,59406","37,78496418723","-122,40561415801",,"POINT (-122.40561415801275 37.78496418722947)","POINT (-122.405614158 37.784964187)","South of Market","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"13IE-0947","08TH ST","HARRISON ST",,"StrtImprov","Bruce Baumann & Associates","415.551.7884","On Gordon Street, Harrison Street, and 8th Street: Replace and install new concrete sidewalk, concrete parking strip, concrete gutter, curb ramps, asphalt pavement, storm drain inlets and piping, street lighting, and other minor excavation and restoration work per the approved plan and City Standards.","05/19/2016","ACTIVE","24201000","94103",,,"350 08TH ST","Refer to Agent","Jessica Salamy","true","6009904,17025","2109949,28403","37,77407733866","-122,40918000832","201307303137","POINT (-122.40918000831518 37.774077338655395)","POINT (-122.409180008 37.774077339)","South of Market","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-00254","CYRIL MAGNIN ST","EDDY ST",,"Excavation","R & S Construction Management Inc","(415) 746-9564","0000005629 Various Locations Pavement Renovation No.62 and Sewer Replacement","02/24/2025","APPROVED","24893000","0","03/03/2025","12/31/2026",,"415-746-9564",,,"6010179,6837","2113722,3476","37,78445271574","-122,40849315819",,"POINT (-122.40849315818721 37.78445271574429)","POINT (-122.408493158 37.784452716)","Tenderloin","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"19WR-00011","BRYANT ST","CONVERSE ST","09TH ST \ HWY 101 N OFF RAMP","Wireless","Mobilitie, LLC","562-631-7008",,"05/24/2019","APPROVED","3298000","94103","05/24/2019","02/28/2030","1045 BRYANT ST","Refer to Agent",,,"6010380,25197","2109154,51429","37,77192174475","-122,40747710748",,"POINT (-122.4074771074816 37.77192174475261)","POINT (-122.407477107 37.771921745)","South of Market","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"17CN-0261","UNION ST","JONES ST","BLACK PL","conformity","Double D Engineering","(415) 551-5150",,"09/25/2017","ACTIVE","12855000","94133",,,"1011 UNION ST","Refer to Agent","Mario Novoa",,"6008120,25879","2119231,11947","37,79946290171","-122,4160083289",,"POINT (-122.41600832890246 37.799462901713234)","POINT (-122.416008329 37.799462902)","Russian Hill","3","2025/09/18 03:47:09 AM","2025/09/19 05:16:06 AM"
"25EXC-01752","RECYCLE RD","TUNNEL AVE",,"Excavation","Esquivel Grading & Paving, Inc.","415 725 1878","Various Locations Pavement Renovation No.74 and Sewer Replacement","06/13/2025","APPROVED","54172000","0","06/16/2025","01/01/2027",,"415-468-5700","David Chin",,"6011688,148018","2086077,447954","37,7086301537","-122,40133096134",,"POINT (-122.40133096133904 37.708630153702636)","POINT (-122.401330961 37.708630154)","Bayview Hunters Point","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"15WR-0199","ELLIS ST","JONES ST","LEAVENWORTH ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"01/19/2016","APPROVED","5174000","94102","01/19/2016","10/31/2026","460 ELLIS ST","Nicole Mason 510-468-3802",,,"6008653,66586","2113897,47528","37,7848479953","-122,41378506502",,"POINT (-122.41378506501876 37.78484799529877)","POINT (-122.413785065 37.784847995)","Tenderloin","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
